track_id,source,year,position,artist,title,alpha_dfa,alpha_width,alpha_peak,spectrum_skew,mfdfa_ok,contour_length
billboard_1960_02,billboard,1960,02,Jim Reeves,He'll Have to Go,1.0244519190812116,16.052857542775925,16.15191962636692,-0.9091632555880043,True,3431.0
billboard_1997_02b,billboard,1997,02b,Jewel,You Were Meant for Me,1.0947784065961728,13.045223201879454,13.488809128666432,-0.946641791036077,True,1864.0
billboard_1989_04,billboard,1989,04,Paula Abdul,Straight Up,1.1510422016168989,10.049333340387935,10.739460418468482,-0.9461389893918636,True,2173.0
billboard_1963_04,billboard,1963,04,The Chiffons,He's So Fine,1.145512195744694,8.536058649443621,9.158792352472489,-0.9695447042406938,True,1918.0
billboard_1964_02,billboard,1964,02,The Beatles,She Loves You,1.316394426397219,14.98791056615637,15.619859895409405,-0.9185267247261676,True,1669.0
billboard_1972_03,billboard,1972,03,Don McLean,American Pie,1.2369709830604214,13.961166268318703,14.353099354015342,-0.9201361538719803,True,2732.0
billboard_1951_01,billboard,1951,01,Nat King Cole,Too Young,1.1797856690876118,14.325687183652226,14.435239660972314,-0.8762314083549014,True,1482.0
billboard_1997_03,billboard,1997,03,Diddy feat. Faith Evans and 112,I'll Be Missing You,1.152868479220166,5.7557291994820545,3.358688086150819,0.16584628047048897,True,2286.0
billboard_1951_05,billboard,1951,05,Mario Lanza,Be My Love,1.0881174368963389,2.956915214465803,1.5587505898135372,0.25029540308200243,True,3842.0
billboard_1994_03,billboard,1994,03,Boyz II Men,I'll Make Love to You,1.143362767831522,15.317745445179705,15.382777420477709,-0.8904856248647686,True,2074.0
billboard_1990_04,billboard,1990,04,Bell Biv DeVoe,Poison,1.2267260358858412,16.109388432733184,16.342986740153208,-0.9041036508206134,True,1465.0
billboard_1979_04,billboard,1979,04,Rod Stewart,Do Ya Think I'm Sexy?,1.2863716569932615,15.239028757771765,15.25531105221998,-0.8736896628901112,True,1322.0
billboard_1968_01,billboard,1968,01,The Beatles,Hey Jude,1.1567435430287716,15.21325253744352,15.5169775884236,-0.9241517239244393,True,3910.0
billboard_1974_01,billboard,1974,01,Barbara Streisand,The Way We Were,1.326860437392215,15.097243356533477,14.90622051273553,-0.8472622678742993,True,2657.0
billboard_1976_02,billboard,1976,02,Elton John and Kiki Dee,Don't Go Breaking My Heart,1.2129106493172894,9.421454102217082,9.45019082304428,-0.8129202286481472,True,2042.0
billboard_1955_02,billboard,1955,02,Bill Haley & His Comets,Rock Around the Clock,1.0542951208276812,1.2002756712829425,1.187193256671712,-1.0,True,2274.0
billboard_1997_04,billboard,1997,04,Toni Braxton,Un-Break My Heart,1.2514941280478191,10.2576966349785,10.986827077910178,-0.9669650893199397,True,1738.0
billboard_1953_03,billboard,1953,03,Patti Page,(How Much Is) That Doggie in the Window,1.3012295133681862,16.187786561778157,16.49913411551114,-0.9264975829976568,True,1446.0
billboard_1998_02,billboard,1998,02,Brandy and Monica,The Boy Is Mine,0.9945441240555863,4.6007001766357805,2.302490085520762,0.19377792919738668,True,2446.0
